Date,Close,High,Low,Open,Volume
,PTLE,PTLE,PTLE,PTLE,PTLE
2024-10-16,4.070000171661377,4.670000076293945,4.0,4.25,2694400
2024-10-17,4.139999866485596,4.489999771118164,4.039999961853027,4.099999904632568,302600
2024-10-18,4.5,4.639999866485596,4.210000038146973,4.230000019073486,238400
2024-10-21,4.46999979019165,4.800000190734863,4.368000030517578,4.369999885559082,206300
2024-10-22,4.300000190734863,4.590000152587891,4.260000228881836,4.449999809265137,144200
2024-10-23,4.179999828338623,4.289999961853027,4.1529998779296875,4.239999771118164,90900
2024-10-24,4.110000133514404,4.21999979019165,4.019999980926514,4.070000171661377,41000
2024-10-25,4.110000133514404,4.168000221252441,4.070000171661377,4.130000114440918,16000
2024-10-28,4.139999866485596,4.179999828338623,4.010000228881836,4.010000228881836,37400
2024-10-29,4.110000133514404,4.135000228881836,4.070000171661377,4.070000171661377,17200
2024-10-30,4.170000076293945,4.170000076293945,4.050000190734863,4.079999923706055,44100
2024-10-31,4.159999847412109,4.239999771118164,4.039999961853027,4.110000133514404,83500
2024-11-01,4.159999847412109,4.190000057220459,4.070000171661377,4.110000133514404,40500
2024-11-04,4.179999828338623,4.179999828338623,4.070000171661377,4.070000171661377,43700
2024-11-05,4.170000076293945,4.239999771118164,4.099999904632568,4.199999809265137,37800
2024-11-06,4.170000076293945,4.230000019073486,4.090000152587891,4.156000137329102,115600
2024-11-07,3.009999990463257,4.090000152587891,2.9000000953674316,4.090000152587891,848400
2024-11-08,3.0399999618530273,3.0999999046325684,3.0,3.0,279600
2024-11-11,3.0999999046325684,3.5,3.0999999046325684,3.119999885559082,77100
2024-11-12,2.5199999809265137,3.0789999961853027,2.009999990463257,3.0439999103546143,726200
2024-11-13,2.4700000286102295,2.6500000953674316,2.4119999408721924,2.5199999809265137,26700
2024-11-14,2.869999885559082,2.9000000953674316,2.5,2.559999942779541,54900
2024-11-15,3.25,4.789999961853027,2.7899999618530273,2.7899999618530273,11187200
2024-11-18,3.4600000381469727,3.740000009536743,2.799999952316284,2.799999952316284,556500
2024-11-19,3.940000057220459,3.9700000286102295,3.569999933242798,3.700000047683716,1176800
2024-11-20,4.0,4.150000095367432,3.880000114440918,3.940000057220459,358000
2024-11-21,4.179999828338623,4.377999782562256,4.059999942779541,4.059999942779541,158300
2024-11-22,4.840000152587891,5.5,3.799999952316284,4.099999904632568,3025800
2024-11-25,6.690000057220459,6.789999961853027,4.800000190734863,4.800000190734863,3266900
2024-11-26,7.300000190734863,7.300000190734863,6.25,6.758999824523926,2425100
2024-11-27,6.880000114440918,7.389999866485596,6.400000095367432,7.010000228881836,1115000
2024-11-29,7.099999904632568,7.28000020980835,6.599999904632568,6.809999942779541,455700
2024-12-02,6.909999847412109,7.289999961853027,6.909999847412109,7.25,229900
2024-12-03,7.090000152587891,7.25,6.909999847412109,7.0,187000
2024-12-04,7.210000038146973,7.53000020980835,6.650000095367432,7.0,1498900
2024-12-05,7.389999866485596,7.849999904632568,7.199999809265137,7.349999904632568,549000
2024-12-06,6.940000057220459,7.46999979019165,6.710000038146973,7.46999979019165,676400
2024-12-09,7.619999885559082,7.75,6.784999847412109,7.010000228881836,156800
2024-12-10,7.760000228881836,8.100000381469727,7.400000095367432,7.619999885559082,379000
2024-12-11,8.369999885559082,8.899999618530273,7.570000171661377,7.570000171661377,831700
2024-12-12,8.100000381469727,8.720000267028809,5.539999961853027,8.369999885559082,992600
2024-12-13,9.479999542236328,10.187999725341797,7.389999866485596,8.300000190734863,439700
2024-12-16,8.699999809265137,9.789999961853027,8.586999893188477,9.479999542236328,517800
2024-12-17,7.78000020980835,9.109999656677246,7.71999979019165,8.420000076293945,217400
2024-12-18,7.760000228881836,8.15999984741211,6.820000171661377,7.789999961853027,500400
2024-12-19,8.430000305175781,8.600000381469727,7.230000019073486,7.550000190734863,1949000
2024-12-20,8.949999809265137,9.289999961853027,8.210000038146973,8.399999618530273,1618700
2024-12-23,9.569999694824219,9.850000381469727,8.800000190734863,9.300000190734863,1624400
2024-12-24,9.850000381469727,9.850000381469727,9.5,9.720000267028809,395900
2024-12-26,10.300000190734863,10.300000190734863,9.279999732971191,9.920000076293945,1527700
2024-12-27,9.630000114440918,10.789999961853027,9.310999870300293,10.220000267028809,2442900
2024-12-30,10.3100004196167,10.539999961853027,8.0,9.5,1268700
2024-12-31,10.4399995803833,11.12399959564209,10.170999526977539,10.449999809265137,1145500
2025-01-02,12.1899995803833,12.84000015258789,10.039999961853027,10.489999771118164,2020300
2025-01-03,7.389999866485596,12.560999870300293,7.389999866485596,11.84000015258789,1041400
2025-01-06,10.170000076293945,10.789999961853027,8.5,9.75,875700
2025-01-07,11.0,11.180000305175781,9.180000305175781,9.859999656677246,748900
2025-01-08,12.055000305175781,12.819999694824219,10.600000381469727,10.989999771118164,1514300
2025-01-10,12.319999694824219,13.979000091552734,11.699999809265137,12.0600004196167,1796200
2025-01-13,14.6899995803833,14.920000076293945,12.289999961853027,12.600000381469727,3215500
2025-01-14,14.520000457763672,15.779999732971191,14.0,14.65999984741211,2288000
2025-01-15,4.349999904632568,14.550000190734863,2.880000114440918,14.5,7875300
2025-01-16,3.25,3.5999999046325684,2.75,3.4049999713897705,2384300
2025-01-17,2.9800000190734863,3.203000068664551,2.75,3.0,1359000
2025-01-21,2.430000066757202,2.7899999618530273,2.1500000953674316,2.75,1171800
2025-01-22,3.200000047683716,3.75,2.240000009536743,2.2799999713897705,4410500
2025-01-23,3.259999990463257,3.4800000190734863,2.819999933242798,3.200000047683716,672800
2025-01-24,3.0299999713897705,3.2799999713897705,3.0,3.2799999713897705,319200
2025-01-27,2.559999942779541,3.0199999809265137,2.4100000858306885,3.0,314500
2025-01-28,2.5999999046325684,2.6589999198913574,2.2699999809265137,2.630000114440918,227900
2025-01-29,2.5399999618530273,2.690000057220459,2.4100000858306885,2.690000057220459,87000
2025-01-30,2.4100000858306885,2.5199999809265137,2.190000057220459,2.450000047683716,261100
2025-01-31,2.259999990463257,2.4800000190734863,2.25,2.4800000190734863,65000
2025-02-03,2.059999942779541,2.180000066757202,2.0,2.109999895095825,182900
2025-02-04,2.0299999713897705,2.109999895095825,2.0,2.0,138000
2025-02-05,1.7000000476837158,2.0799999237060547,1.4500000476837158,2.049999952316284,343800
2025-02-06,1.4199999570846558,1.6799999475479126,1.3899999856948853,1.5499999523162842,277000
2025-02-07,1.3200000524520874,1.4500000476837158,1.2200000286102295,1.3799999952316284,225000
2025-02-10,1.340000033378601,1.4800000190734863,1.2799999713897705,1.3200000524520874,161600
2025-02-11,1.2899999618530273,1.340000033378601,1.2430000305175781,1.2699999809265137,83300
2025-02-12,1.2999999523162842,1.2999999523162842,1.2200000286102295,1.2200000286102295,88600
2025-02-13,1.2899999618530273,1.399999976158142,1.2400000095367432,1.2599999904632568,111600
2025-02-14,1.2799999713897705,1.350000023841858,1.2599999904632568,1.2699999809265137,38200
2025-02-18,1.2999999523162842,1.2999999523162842,1.2400000095367432,1.2799999713897705,74700
2025-02-19,1.3650000095367432,1.3890000581741333,1.25,1.2999999523162842,74800
2025-02-20,1.340000033378601,1.4199999570846558,1.309999942779541,1.309999942779541,65500
2025-02-21,1.3200000524520874,1.3799999952316284,1.2599999904632568,1.350000023841858,81600
2025-02-24,1.2699999809265137,1.3200000524520874,1.2699999809265137,1.2899999618530273,34200
2025-02-25,1.2200000286102295,1.2899999618530273,1.159999966621399,1.2899999618530273,71900
2025-02-26,1.2400000095367432,1.2799999713897705,1.1699999570846558,1.1699999570846558,24100
2025-02-27,1.190000057220459,1.2549999952316284,1.1799999475479126,1.2100000381469727,39900
2025-02-28,1.159999966621399,1.2300000190734863,1.1299999952316284,1.190000057220459,76500
2025-03-03,1.2200000286102295,1.2400000095367432,1.149999976158142,1.149999976158142,51800
2025-03-04,1.25,1.2699999809265137,1.159999966621399,1.2300000190734863,59700
2025-03-05,1.2400000095367432,1.2699999809265137,1.2100000381469727,1.2100000381469727,19900
2025-03-06,1.2200000286102295,1.2699999809265137,1.2200000286102295,1.2269999980926514,29600
2025-03-07,1.2599999904632568,1.2599999904632568,1.2200000286102295,1.2200000286102295,27800
2025-03-10,1.309999942779541,1.440999984741211,1.1100000143051147,1.2699999809265137,92300
2025-03-11,1.350000023841858,1.5700000524520874,1.25,1.309999942779541,109900
